psi,gamma_agent_1,gamma_agent_2,gamma_true
-2.0226692427222,-0.00290763766378771,0.324182044556716,0.327089682220504
-2.01037338106431,-0.0104506534001214,0.321167577570786,0.331618230970907
-1.99807751940642,-0.0179916154453301,0.318099228930764,0.336090844376094
-1.98578165774854,-0.0255263207826358,0.314969615708561,0.340495936491196
-1.97348579609065,-0.0330509163227172,0.311771622264008,0.344822538586725
-1.96118993443277,-0.0405619423091424,0.308498526259995,0.349060468569138
-1.94889407277488,-0.0480563706496001,0.305144118296638,0.353200488946238
-1.936598211117,-0.0555316373123615,0.301702813437044,0.357234450749406
-1.92430234945911,-0.06298566800151,0.298169753030059,0.361155421031569
-1.91200648780122,-0.0704168964139357,0.294540895390974,0.36495779180491
-1.89971062614334,-0.077824274484745,0.290813094077203,0.368637368561948
-1.88741476448545,-0.0852072741441255,0.286984162689455,0.37219143683358
-1.87511890282757,-0.0925658802361914,0.283052925337077,0.375618805573268
-1.86282304116968,-0.0999005743870088,0.279019252125604,0.378919826512612
-1.8505271795118,-0.107212309752825,0.274884079251948,0.382096389004773
-1.83823131785391,-0.114502476728267,0.270649413524437,0.385151890252704
-1.82593545619602,-0.121772859845612,0.266318321357668,0.38809118120328
-1.81363959453814,-0.12902558624774,0.2618949025223,0.390920488770041
-1.80134373288025,-0.136263066266605,0.257384249154052,0.393647315420657
-1.78904787122237,-0.143487926783522,0.252792390740929,0.396280317524452
-1.77675200956448,-0.150702938184862,0.248126226009961,0.398829164194823
-1.7644561479066,-0.15791093585445,0.24339344282143,0.401304378675879
-1.75216028624871,-0.165114737259935,0.238602427347134,0.403717164607069
-1.73986442459082,-0.172317055792408,0.233762163957107,0.406079219749515
-1.72756856293294,-0.179520412604776,0.22888212736445,0.408402539969226
-1.71527270127505,-0.186727047763136,0.223972168678711,0.410699216441846
-1.70297683961717,-0.193938832075144,0.219042397093279,0.412981229168423
-1.69068097795928,-0.201157180989005,0.214103058980596,0.415260239969601
-1.6783851163014,-0.208382971965355,0.209164416190087,0.417547388155442
-1.66608925464351,-0.215616466711342,0.204236625337525,0.419853092048867
-1.65379339298562,-0.222857239631493,0.199329619841281,0.422186859472774
-1.64149753132774,-0.230104113793493,0.194452996401424,0.424557110194917
-1.62920166966985,-0.237355105629303,0.189615907532932,0.426971013162235
-1.61690580801197,-0.244607379493865,0.184826961655928,0.429434341149793
-1.60460994635408,-0.2518572130861,0.180094132115675,0.431951345201775
-1.5923140846962,-0.259099974601397,0.175424676355232,0.434524650956629
-1.58001822303831,-0.266330112333125,0.17082506629666,0.437155178629785
-1.56772236138042,-0.27354115727476,0.166300930805157,0.439842088079917
-1.55542649972254,-0.280725739096383,0.161857010917399,0.442582750013782
-1.54313063806465,-0.287875615681969,0.157497128313791,0.44537274399576
-1.53083477640677,-0.29498171621975,0.153224167307326,0.448205883527075
-1.51853891474888,-0.302034197639733,0.14904007041276,0.451074268052492
-1.506243053091,-0.309022513993258,0.144945847351819,0.453968361345078
-1.49394719143311,-0.315935498172019,0.140941597146609,0.456877095318628
-1.48165132977523,-0.322761455171455,0.137026542757225,0.45978799792868
-1.46935546811734,-0.329488265918716,0.133199077533842,0.462687343452559
-1.45705960645945,-0.336103500511321,0.129456822581052,0.465560323092373
-1.44476374480157,-0.342594539552131,0.125796693975452,0.468391233527584
-1.43246788314368,-0.34894870212173,0.122214978638854,0.471163680760583
-1.4201720214858,-0.355153378803321,0.118707417550862,0.473860796354183
-1.40787615982791,-0.361196168069877,0.115269294887786,0.476465462957663
-1.39558029817003,-0.367065014260425,0.111895531601057,0.478960545861483
-1.38328443651214,-0.372748345313608,0.108580781898676,0.481329127212284
-1.37098857485425,-0.378235208393239,0.10531953106807,0.483554739461309
-1.35869271319637,-0.383515401533371,0.102106193078494,0.485621594611865
-1.34639685153848,-0.388579599449889,0.098935206425392,0.487514805875281
-1.3341009898806,-0.393419471711987,0.0958011267274236,0.489220598439411
-1.32180512822271,-0.398027791539747,0.0926987146582454,0.490726506197992
-1.30950926656483,-0.402398533592786,0.0896230178881645,0.49202155148095
