phi,a_1,a_2,a_3,a_4
3.13544472276085,0.313750482576373,0.464557300997712,0.0946917455577287,0.0627136410928046
3.14774058441874,0.295970868388963,0.44663998620451,0.101452167880053,0.0633402831495819
3.16003644607662,0.278970846568977,0.429421267846503,0.108552481310109,0.0647801384175339
3.17233230773451,0.262903893051209,0.413060413207278,0.115990034620007,0.067062588962808
3.18462816939239,0.247902068992901,0.397695982209634,0.123760536284724,0.0702069251035724
3.19692403105028,0.234073906761032,0.383443561518882,0.131858159389862,0.074222182001185
3.20921989270816,0.221502743937576,0.37039393782416,0.140275673459831,0.0791071468687898
3.22151575436605,0.210245531126616,0.358611738953073,0.149004601232332,0.0848505373261391
3.23381161602394,0.200332131214391,0.348134563442339,0.158035398005498,0.0914313488281958
3.24610747768182,0.191765119332724,0.338972610837916,0.167357650827004,0.09881936651807
3.25840333933971,0.184520084243449,0.331108816466982,0.176960294485182,0.106975834339099
3.27069920099759,0.178546423334018,0.324499485848699,0.186831841005036,0.115854271822303
3.28299506265548,0.173768615030152,0.319075415429097,0.196960619150823,0.125401426679154
3.29529092431336,0.170087944325224,0.314743478074378,0.207335020293731,0.135558349208103
3.30758678597125,0.167384649428795,0.311388643869265,0.217943746919886,0.146261572597479
3.31988264762914,0.165520450372834,0.308876399370107,0.22877606003091,0.157444381504998
3.33217850928702,0.164341413899351,0.30705552167577,0.239822021725794,0.169038149839885
3.34447437094491,0.163681103193098,0.305761157612562,0.25107272934769,0.180973727488906
3.35677023260279,0.163363956111644,0.304818153081544,0.262520537729536,0.193182854829909
3.36906609426068,0.163208831582453,0.304044573272738,0.274159266275066,0.205599583279287
3.38136195591856,0.163032660848747,0.303255351082764,0.285984387862195,0.21816167983247
3.39365781757645,0.162654138302682,0.302265998736277,0.297993196849321,0.230811993584203
3.40595367923434,0.161897385779356,0.300896316346916,0.310184953795723,0.243499762558406
3.41824954089222,0.160595524414803,0.298974030983342,0.322561004869088,0.256181839832368
3.43054540255011,0.158594089494826,0.296338300735953,0.335124874299383,0.268823818898498
3.44284126420799,0.155754226120616,0.292843020297879,0.347882328641981,0.281401039456639
3.45513712586588,0.151955606956935,0.288359867651298,0.36084141202697,0.29389945635468
3.46743298752376,0.14709901775671,0.282781035540414,0.374012451988696,0.306316356174454
3.47972884918165,0.1411085617049,0.276021596453911,0.387408035882757,0.318660907970022
3.49202471083954,0.133933439811937,0.268021455754868,0.401042958299884,0.330954536879346
3.50432057249742,0.125549271516515,0.258746854293255,0.414934140270801,0.343231111718028
3.51661643415531,0.115958927221466,0.248191389211591,0.429100521417104,0.355536940193118
3.52891229581319,0.105192852565679,0.236376529592289,0.443562926534772,0.367930568011288
3.54120815747108,0.0933088727029856,0.223351611971677,0.45834390839406,0.380482380863431
3.55350401912896,0.080391473581141,0.209193309427987,0.473467568797994,0.393274011009646
