Rank,DirectionIndex,PairName,SourceID,TargetID,DirectionLabel,RelativeResidual,ExplainedFraction,ExplainedPercent
10,16,7-9,7,9,7 -> 9,0.352756529941358,0.875562830583732,87.5562830583732
10,17,8-10,10,8,10 -> 8,0.243190159983418,0.94085854608724,94.085854608724
10,18,8-10,8,10,8 -> 10,0.246169618791741,0.939400518783929,93.9400518783929
10,19,8-11,11,8,11 -> 8,0.343705647389327,0.881866427952684,88.1866427952684
10,20,8-11,8,11,8 -> 11,0.374332180967937,0.859875418291788,85.9875418291788
10,21,8-9,9,8,9 -> 8,0.311259388468037,0.903117593090503,90.3117593090503
10,22,8-9,8,9,8 -> 9,0.338052035485896,0.885720821303843,88.5720821303843
10,23,9-10,10,9,10 -> 9,0.368352495625867,0.864316438966196,86.4316438966196
10,24,9-10,9,10,9 -> 10,0.345140122853348,0.880878295596776,88.0878295596776
10,25,9-11,11,9,11 -> 9,0.496968636722582,0.753022174114098,75.3022174114098
10,26,9-11,9,11,9 -> 11,0.456653470409267,0.791467607963173,79.1467607963173
10,27,9-12,12,9,12 -> 9,0.411527836717443,0.830644839606662,83.0644839606662
10,28,9-12,9,12,9 -> 12,0.491109932039286,0.758811034652368,75.8811034652368
