trial,condition,mean_speed_cm_s,mean_speed_px_s,mean_power_W,cot_J_m,cot_mJ_px,cot_J_px,total_distance_m,total_distance_px,mode1_converged_mean,mode1_steady_std,mode2_converged_mean,mode2_steady_std,mode3_converged_mean,mode3_steady_std,mode4_converged_mean,mode4_steady_std,G_sum_all,G_mean_all,G_ag8,G_ag9,G_ag11,G_ag12,stroke_peak_freq_hz,total_energy_J,swimming_duration_sec,eval_window_start_sec,eval_window_end_sec
GX011330,baseline,4.565476336117698,36.18139996373275,2.2466353705807722,49.20922167107809,62.09365510546132,0.062093655105461325,2.156112656247851,1708.719280076422,0.17193530105394614,0.005913238681086514,1.0617741678381063,0.005380829630601372,1.649406564939327,0.003304498245575779,0.3498427652429408,0.008194335558679546,0.14900646122699865,0.03725161530674966,0.03295852157625933,0.03356572849749572,0.035027393735898894,0.047454817417344704,2.504638218923992,100.37758748448243,46.696650000000005,38.70665,53.70665
GX011331,baseline,4.248573411942755,33.66994428964633,2.239595830133885,52.71406688744917,66.51617272864249,0.06651617272864249,2.322166517936343,1840.3169654645515,1.4233932154028603,0.00483197510590407,0.30252506756999664,0.003637453983979391,1.3572779890832403,0.004854738025369782,0.2003027103070595,0.006748729984185537,0.2820465271122542,0.07051163177806355,0.06178023864497174,0.06393333303986666,0.07291165132815704,0.08342130409925874,2.499834432607601,115.4966576743202,53.58686666666667,45.59686666666667,60.59686666666667
GX011332,baseline,5.180888505565493,41.05854140660652,2.250051796417383,43.42984401228281,54.801064999725945,0.054801064999725944,3.5625881471883503,2823.351106646767,0.6924463879336353,0.005710059948372506,1.289567427944578,0.001591935085253646,1.1804599106674998,0.004680954384445826,0.6811197532539046,0.0081952479350083,0.15967685917408717,0.03991921479352179,0.008843645478755007,0.011018115537721576,0.06241402829289552,0.07740106986471507,1.2499767161200235,148.44192360633616,67.98458333333333,59.99458333333334,74.99458333333334
GX011333,baseline,5.089473001303016,40.3340735353264,2.249177193196413,44.19273257998568,55.763700416385724,0.055763700416385724,0.9918096358358232,786.0091363998898,0.7931616688874288,0.0035783805689331436,0.5520092937393055,0.004487329066308536,1.201982609745128,0.006061470880107818,1.2733151471305226,0.0041317382694065164,0.17170192915605478,0.042925482289013696,0.06125016399378845,0.04567874869839144,0.027183736802170188,0.037589279661704715,1.2444303101742842,38.79821758451511,19.26925,18.009999999999998,26.27925
GX011334,baseline,5.290694838257523,41.92875659319086,2.2692601560473395,42.891533634450084,54.12180900246068,0.05412180900246068,0.3072601298327614,243.50365289246338,0.32648941907975026,0.006843555262599149,1.1320933044817922,0.0032575417172740475,1.5966289473868511,0.00304374074309656,0.2497637573276039,0.009878784686964716,0.14420030275556692,0.03605007568889173,0.033517656013201315,0.024334967925323123,0.06768580075016524,0.01866187806687724,1.205690860863303,8.54636252939553,5.789116666666667,18.009999999999998,20.009999999999998
GX011335,baseline,4.790463633675101,37.964424296875166,2.2852069021246404,47.703251227303404,60.1933769429696,0.0601933769429696,1.7264287156158722,1368.1947571255787,0.8347563916831381,0.005078334225566761,1.3768415962595355,0.0016133944396866267,1.1648072817645287,0.004599007400691958,0.2249389542336932,0.008122942698758665,0.19724440559773931,0.04931110139943483,0.023418969755627572,0.022115940847628045,0.08047620453483426,0.07123329045964943,1.2499348992240282,75.80443248484755,35.18515,27.195149999999998,42.19515
GX011336,baseline,5.562084658972384,44.07952092235613,2.26589942940267,40.73831249129717,51.404810714570566,0.051404810714570565,2.5526165037230473,2022.9485792005148,0.29682250195722154,0.00708600276569084,1.1354945195518131,0.0013744166836742215,0.36837458628997916,0.003755962826499335,1.5769534843654331,0.0005543945032920624,0.11885328514541862,0.029713321286354656,0.008189079411431264,0.01739997926889493,0.04655234522640823,0.04671188123868419,1.2556352137388818,98.24453728682303,45.37866666666667,37.388666666666666,52.388666666666666
GX011337,baseline,4.9735746037962665,39.415578735085404,2.2394194998329127,45.026357865901765,56.81559352164262,0.056815593521642616,0.9801863276765421,776.7976646836596,1.6765296521012094,0.0032214214353173494,0.6600263706693665,0.007209681109745142,0.2000039944866815,0.006606628933187688,0.8446653573930681,0.006821284944151561,0.3212573218171292,0.0803143304542823,0.0690747682926259,0.06757741590165453,0.07930164033898014,0.10530349728386863,1.2390710065128963,38.82159360126954,19.352666666666664,18.009999999999998,26.362666666666662
GX011396,m10sinz,4.936083278135389,39.118459979222955,2.187068377697733,44.30776902378155,55.90885681234266,0.055908856812342665,0.7880867314007409,624.5587346350871,0.4708707180739966,0.18613268924103718,1.1813309473404565,0.13907940523594264,1.2344202366310093,0.2730641765596404,0.8290869187895779,0.2082539839610675,0.15948320740963542,0.039870801852408856,0.030101623287942324,0.03999499244547105,0.025127513789420103,0.06425907788680195,2.5344634224127423,30.035954378792894,15.749066666666666,18.009999999999998,22.759066666666666
GX011397,m10sinz,5.003010129704797,39.648855277910506,2.1738873979714968,43.45158897569067,54.82850343935732,0.05482850343935732,1.5105442291760731,1197.1063016220378,0.509742769882881,0.1742754409064956,0.8292766344118644,0.4473060596535658,1.5571894906499735,0.36272082865041466,0.44058423931107027,0.2679125779067737,0.15815437011086067,0.03953859252771517,0.038951528581365434,0.04020883741912518,0.03321639832564117,0.045777605784728885,2.6424468388754727,60.54585668279314,29.86316666666667,21.87316666666667,36.87316666666667
GX011398,m10sinz,5.002639667425377,39.645919364346106,2.162971384008822,43.23660163039489,54.55722603204403,0.05455722603204403,2.4494636324621117,1941.1999287262236,0.49881576457654053,0.13891961087626342,1.4037729650676702,0.13921802317741042,0.5575412977577293,0.3190658493488707,1.1474349412093874,0.112977364409393,0.16347957114503536,0.04086989278625884,0.02127517883175588,0.03476650639517834,0.03675854043566608,0.07067934548243505,1.2601273988800565,98.57112212048335,47.58086666666667,39.59086666666667,54.59086666666667
GX011399,m10sinz,4.948803958544652,39.21927137146636,2.183814758664532,44.12813231152422,55.68218588204949,0.05568218588204949,1.3040826881372622,1033.4855303487802,0.3193245834025973,0.1909272456896554,0.9841146153174118,0.2316009813814536,1.5747534720377971,0.26512445405087864,0.4532533919580053,0.2899014421793087,0.14984863350296665,0.03746215837574166,0.03653059655033864,0.03726878437407997,0.03711775153046075,0.03893150104808729,2.571052507032081,52.437755871722814,26.026000000000003,18.036,33.036
GX011400,m10sinz,5.2462316807338025,41.57638606981538,2.1695372358539564,41.354201794429684,52.18195810022673,0.05218195810022673,2.4956037402735296,1977.765964166772,0.257274551134289,0.1288887497812648,1.3743697010502196,0.059284436369525864,0.5299376638825056,0.20925045054423316,1.3007686374462104,0.0906649750567913,0.1401532667985172,0.0350383166996293,0.018299091172899743,0.01941090109329042,0.05693154270640098,0.04551173182592606,1.2776241099940824,95.745688733447,46.146100000000004,38.1561,53.1561
